"1160917002540"	"26"
"1160917002540"	"26"
"1160917002540"	"25"
"1160916002423"	"4"
"1160916002423"	"310"
"1160916002423"	"311"
"1160916002423"	"311"
"1161011003106"	"4"
"1161011003106"	"202"
"1161011003106"	"303"
"1161101004549"	"24"
"1161101004549"	"24"
"1161101004559"	"24"
"1161101004549"	"4"
"1161101004549"	"26"
"1161101004559"	"65"
"1161101004559"	"65"
"1161108005366"	"25"
"1161102004596"	"7"
"1161102004596"	"24"
"1161102004596"	"25"
"1161102004596"	"25"
"1161108005290"	"24"
"1161108005290"	"24"
"1161103004663"	"8"
"1161103004663"	"25"
"1161103004663"	"25"
"1161108005366"	"25"
"1161108005366"	"25"
"1161106004997"	"12"
"1161106004997"	"1"
"1161106004997"	"24"
"1161109005536"	"26"
"1161109005536"	"25"
"1161123008126"	"7"
"1161123008126"	"7"
"1161211012469"	"62"
"1161211012469"	"15"
"1161211012469"	"24"
"1161123008126"	"15"
"1161123008055"	"7"
"1161123008055"	"15"
"1161130009977"	"7"
"1161130009977"	"24"
"1161116006754"	"24"
"1161116006754"	"24"
"1161116006754"	"106"
"1161129009727"	"1"
"1161129009727"	"3"
"1161129009727"	"3"
"1161129009727"	"24"
"1161129009727"	"25"
"1161129009727"	"101"
"1161129009727"	"107"
"1161118006996"	"3"
"1161118006996"	"15"
"1161226016345"	"7"
"1161226016345"	"15"
"1161127009153"	"24"
"1161127009153"	"25"
"1161211012584"	"25"
"1161211012584"	"3"
"1161211012584"	"7"
"1161203010840"	"305"
"1161203010840"	"311"
"1161204011167"	"63"
"1161204011167"	"64"
"1161204011167"	"65"
"1161204011167"	"65"
"1161213012931"	"1"
"1161213012931"	"1"
"1161213012931"	"101"
"1161224015472"	"24"
"1161224015472"	"24"
"1170113021037"	"15"
"1170113021037"	"16"
"1170115021926"	"8"
"1170115021926"	"24"
"1161211012464"	"25"
"1161211012464"	"25"
"1161211012464"	"25"
"1161211012464"	"25"
"1161204011012"	"25"
"1161204011012"	"25"
"1161218014224"	"1"
"1161218014224"	"7"
"1161218014224"	"101"
"1161208011945"	"12"
"1161208011945"	"25"
"1161208011945"	"113"
"1161217013863"	"24"
"1161217013863"	"24"
"1161217013863"	"26"
"1170107019653"	"25"
"1170107019653"	"25"
"1170107019653"	"65"
"1170114021553"	"8"
"1170114021553"	"12"
"1170114021553"	"16"
"1170114021639"	"24"
"1170114021639"	"64"
"1170114021639"	"24"
"1170108019793"	"7"
"1170108019793"	"25"
"1170109020172"	"10"
"1170109020172"	"10"
"1170113021256"	"7"
"1170113021256"	"7"
"1161121007720"	"3"
"1161121007720"	"7"
"1161121007720"	"24"
"1161121007720"	"101"
"1161120007505"	"305"
"1161120007505"	"311"
"1161120007505"	"311"
"1161121007708"	"26"
"1161121007708"	"24"
"1161121007708"	"24"
"1161121007597"	"2"
"1170101017774"	"10"
"1170101017774"	"25"
"1161121007597"	"1"
"1161121007597"	"1"
"1161121007597"	"1"
"1161121007597"	"1"
"1161121007597"	"301"
"1161121007597"	"311"
"1161121007597"	"312"
"1161121007597"	"312"
"1170113021166"	"7"
"1170113021166"	"101"
"1170113021166"	"101"
"1170113021166"	"64"
"1161225015994"	"7"
"1161225015994"	"10"
"1170109020172"	"7"
"1161207011726"	"7"
"1161207011726"	"7"
"1161207011726"	"8"
"1161207011726"	"24"
"1161206011634"	"4"
"1161206011634"	"4"
"1161206011634"	"4"
"1161206011634"	"24"
"1161205011348"	"7"
"1161205011348"	"7"
"1161205011348"	"24"
"1170109020153"	"24"
"1170109020153"	"24"
"1170109020153"	"101"
"1161231017613"	"7"
"1161231017613"	"7"
"1161231017613"	"15"
"1161231017613"	"24"
"1170102018169"	"26"
"1170102018169"	"15"
"1170102018169"	"15"
"1170228029935"	"3"
"1170228029935"	"3"
"1170228029935"	"101"
"1170228029935"	"101"
"1170224028945"	"7"
"1170224028945"	"16"
"1170302030418"	"8"
"1170302030418"	"16"
"1170207025774"	"8"
"1170207025774"	"25"
"1170117022419"	"24"
"1170117022419"	"24"
"1170117022419"	"25"
"1170117022419"	"102"
"1170305031092"	"25"
"1170305031092"	"8"
"1170305031092"	"10"
"1170118022900"	"25"
"1170118022900"	"25"
"1170204024821"	"1"
"1170204024821"	"101"
"1170204024821"	"202"
"1170308031709"	"1"
"1170308031709"	"4"
"1170308031709"	"101"
"1170212026921"	"10"
"1170212026921"	"101"
"1170303030586"	"24"
"1170303030586"	"25"
"1170315033305"	"4"
"1170315033305"	"10"
"1170307031645"	"7"
"1170307031645"	"15"
"1170307031645"	"25"
"1170312032642"	"7"
"1170312032642"	"8"
"1170312032642"	"12"
"1170312032642"	"25"
"1170203024340"	"25"
"1170203024340"	"25"
"1170304030746"	"25"
"1170304030746"	"14"
"1170122023916"	"3"
"1170122023916"	"7"
"1170122023916"	"302"
"1170303030521"	"1"
"1170303030521"	"3"
"1170303030521"	"101"
"1170102018195"	"24"
"1170102018195"	"113"
"1161204010954"	"3"
"1161204010954"	"217"
"1170205025038"	"7"
"1170205025038"	"7"
"1170205025038"	"64"
"1170225029332"	"7"
"1170225029332"	"7"
"1170216027630"	"1"
"1170216027630"	"101"
"1170212026939"	"25"
"1170212026939"	"25"
"1170303030583"	"8"
"1170303030583"	"25"
"1170303030583"	"302"
"1170205025249"	"7"
"1170205025249"	"7"
"1170205025249"	"9"
"1170205025249"	"12"
"1170202024071"	"1"
"1170202024071"	"1"
"1170202024071"	"101"
"1170202024071"	"101"
"1170402037742"	"25"
"1170402037742"	"25"
"1170404038183"	"25"
"1170404038183"	"25"
"1170404038183"	"25"
"1170404038183"	"8"
"1170404038183"	"8"
"1170114021606"	"3"
"1170114021606"	"7"
"1170114021606"	"24"
"1170114021606"	"25"
"1170202024088"	"15"
"1170202024088"	"302"
"1170405038889"	"7"
"1170405038889"	"25"
"1170405038889"	"65"
"1170217027939"	"8"
"1170217027939"	"25"
"1170217027939"	"7"
"1170309031964"	"7"
"1170309031964"	"8"
"1170310032318"	"7"
"1170310032318"	"16"
"1170310032318"	"24"
"1170215027481"	"25"
"1170215027481"	"25"
"1170221028569"	"1"
"1170221028569"	"7"
"1170221028569"	"101"
"1170203024534"	"1"
"1170203024534"	"10"
"1170203024534"	"101"
"1170208025917"	"25"
"1170208025917"	"25"
"1170218027963"	"1"
"1170218027963"	"101"
"1170401037220"	"311"
"1170401037220"	"312"
"1170402037695"	"24"
"1170402037695"	"24"
"1170408040253"	"16"
"1170408040253"	"16"
"1170408040253"	"25"
"1170406039378"	"8"
"1170406039378"	"25"
"1170406039378"	"25"
"1170406039378"	"25"
"1170404038302"	"25"
"1170404038302"	"302"
"1170404038302"	"8"
"1170328036304"	"25"
"1170328036304"	"25"
"1170328036304"	"62"
"1170328036304"	"64"
"1170328036304"	"64"
"1170407039875"	"7"
"1170407039875"	"7"
"1170409040747"	"10"
"1170409040747"	"10"
"1170409040747"	"10"
"1170409040747"	"10"
"1170409040747"	"10"
"1170409040747"	"12"
"1170409040747"	"12"
"1170407039667"	"24"
"1170407039667"	"25"
"1170330036700"	"7"
"1170330036700"	"7"
"1170325035356"	"4"
"1170325035356"	"25"
"1170408040016"	"16"
"1170408040016"	"24"
"1170408040016"	"25"
"1170408039978"	"4"
"1170408039978"	"7"
"1170409040779"	"24"
"1170409040779"	"24"
"1170409040779"	"24"
